"MR1"	"MR2"	"MR4"	"MR3"
"CC0053"	-1.26243629684598	-1.69245750956714	1.35766954510316	-0.625765461260618
"CC0054"	1.57060967468997	0.349924352825456	-0.129303320987167	0.0519045083207473
"CC0055"	0.857708004342297	-0.418444845134961	1.93267436775126	-0.485026746548301
"CC0056"	0.118704712140151	-0.475500015964376	1.04125949920642	-1.00918487144918
"CC0057"	-0.769204393089754	-1.03096297282105	0.903556195698697	-1.15836808702993
"CC0058"	0.742700386408058	-0.435781002749296	1.60697274589857	-0.478500304744218
"CC0059"	0.308079309273627	0.604185196365444	-0.90986498564031	-0.232201978214238
"CC0060"	-0.0944349634462154	0.680065703016232	-0.526714227767427	-1.47184060346871
"CC0061"	0.584740290330445	-0.719056453989262	0.436885945816106	0.521510249431541
"CC0063"	0.203985881256965	0.539506454646324	1.14586690186579	0.475147478877729
"CC0064"	-1.10990500186277	-0.487384657852287	-1.10269184111609	-0.567700212281963
"CC0065"	0.650663112412881	-1.19968900470792	0.850836206532735	-0.0174865643655187
"CC0068"	0.982868713560868	0.204010249149328	-1.06837629267764	0.655666399580392
"CC0069"	0.0180129248483653	0.105415439861382	-0.615020217261873	-1.02851306934098
"CC0070"	0.205962819112153	-1.1922161850327	-0.672231326916696	0.152269197259812
"CC0071"	-0.433903784611419	1.00378865521797	-1.53219468727556	0.760418447231478
"CC0074"	-1.47354383912662	0.755966313200075	-0.436053789090543	0.156636638321189
"CC0076"	0.91817617556753	-0.49454048088727	-1.02262328816033	0.802090068403997
"CC0077"	-0.891918427692112	0.251533973538926	1.41274849756595	0.586882012076848
"CC0078"	-1.49911943781704	-0.549599480646762	0.590943529127406	-0.421900547711578
"CC0079"	1.02841316012882	0.733243074773244	0.0997311398821411	0.584962347785789
"CC0080"	-0.4514568335754	0.850846915232069	0.577177378349347	0.182796350199952
"CC0081"	0.520419993872039	-0.597403272845628	0.812300999019677	-0.966420377731052
"CC0082"	0.675815369099645	1.24238219292779	-0.132534560164477	-0.767079008531493
"CC0085"	-1.05996133419315	0.223615289690822	0.199893609238996	1.43197265234436
"CC0086"	0.224607529092202	1.32099147455919	0.552225104363653	0.440427013220977
"CC0087"	1.14092427987964	-0.0455601795220026	0.0929961216273569	1.30744931619995
"CC0089"	-0.338927218637625	-0.380467895921712	1.02761838400256	-0.636149791355406
"CC0091"	-1.3085670034899	-0.0519961190197331	0.911585517550269	1.21621797368247
"CC0096"	0.434497539879807	-1.16076581604583	-0.485227831053226	-1.02457362062912
"CC0098"	-1.24621892038386	-0.574804221669899	1.11282142524772	1.26309856750666
"CC0100"	0.326604675112384	0.967782091367036	-0.953817966607633	0.137214388863331
"CC0101"	0.316805974259369	-1.86468719880686	-0.142777003955995	0.344234872020605
"CC0104"	-1.60205934888295	-0.546381893580882	-1.56439820638531	1.53786162982629
"CC0105"	-0.33729552098948	-0.685217652320292	-1.31263676955589	1.4916342949861
"CC0106"	1.0801535657978	0.891880405664045	-0.682953910337537	0.0900440418435413
"CC0108"	-0.236087828237337	-0.240363244705273	-0.426983227518794	1.06098699923948
"CC0110"	-0.615708798409478	0.376310440376048	0.79390552242326	0.314046201362855
"CC0111"	-0.418226952613933	-0.098203355492324	-1.81257631853366	-0.453575055976121
"CC0112"	-1.08834767970974	-0.243956906435829	-0.104753514200482	-0.581712520813042
"CC0113"	-1.06740542912693	1.22442621969689	-0.576868794629466	1.06013898204857
"CC0114"	-0.16199592381498	-0.0117841717895671	0.464827546319925	0.255691103551386
"CC0115"	0.00054191454399805	-0.148026683983768	-0.895325064848672	-0.668550182982005
"CC0116"	-0.545319909677173	0.25012819307611	0.441538680056749	-0.408118933737178
"CC0117"	-1.35630260259481	1.10635406094428	0.373455993824801	0.661852797656559
"CC0118"	-1.19082516476811	1.11215074695441	-1.26609816814029	1.58764160540928
"CC0119"	0.543614039733941	-1.0498739525094	0.678675012495079	-0.971072439798491
"CC0122"	0.176170454604825	-1.15303358863723	0.571839484540264	-0.342242783761305
"CC0123"	-0.285176814852193	2.03650336400704	0.538187896319617	-0.710892174260827
"CC0124"	0.993469492642183	-1.20840229652963	1.34700533066045	1.27295099517439
"CC0125"	1.09436782124342	-1.23751300263813	0.431007674734707	0.939873270497934
"CC0126"	-0.333989702137463	1.20391313720576	0.560189509382947	-0.193598053263376
"CC0127"	3.28991236030307	0.00394758962619363	-0.210694180990977	-0.915258015969174
"CC0128"	1.51874164311316	1.4290718521302	-0.680012231041203	0.654523254462207
"CC0129"	-0.365839631831579	0.644542573682409	0.738700669545705	0.218390649171273
"CC0132"	0.725605729907897	-0.688184318319818	0.415271660178458	-2.19417934305694
"CC0134"	-1.43752354099312	1.48929087704206	1.1839832812815	-0.193114046957686
"CC0135"	0.150335815664498	-1.2856682321693	0.43880484480748	0.0807241469546947
"CC0137"	-0.671634167990782	-0.131007699543333	0.935284959169652	0.215786379693177
"CC0138"	0.0690693457211409	-1.0917897172439	0.927936262245669	0.834801444731659
"CC0140"	-0.323164351490146	0.497517570495836	0.859052773105839	-1.28462328591597
"CC0141"	-0.0953622552077715	1.20534303154904	0.577771758194897	-0.460293891089036
"CC0142"	0.149831936367511	1.03281314017438	0.965165906349684	0.659982505918949
"CC0143"	0.933504417885136	0.677370949780547	-0.504934242659775	1.45212744598238
"CC0144"	0.330985054826817	-0.801698078681426	1.44921825109892	0.858590523339877
"CC0145"	-1.00901507993607	1.25191361539873	-0.126535377646295	0.792848856842357
"CC0146"	-1.75124068928369	-0.97806794858916	0.660616279383267	1.77716941541655
"CC0147"	1.65699093029501	-0.897071796341637	-0.273656037742088	-0.5107636536562
"CC0150"	-0.517321434930381	0.0748969733568016	0.249366243010404	1.41861582878844
"CC0151"	0.539123568363905	-1.17514479737161	0.450591599223275	-0.367364444518224
"CC0152"	-0.30438729702867	0.00560394965120763	1.56382550837337	0.736748565080004
"CC0153"	2.05500025896886	0.758812758147627	-0.0524620965865725	-0.685934402849198
"CC0154"	3.1018721961813	0.0623123174568905	-0.56887419563194	-2.09152660466086
"CC0155"	-0.299021996123134	-0.0151454695569217	0.346909416570594	0.707551866273794
"CC0157"	0.502229734437257	0.584737916292928	0.392877369907243	0.382946274525077
"CC0158"	-0.327135221329516	0.679483963790391	-0.679680119829054	-0.0879615476883688
"CC0159"	1.20016975301176	-0.503157790387676	0.29809443233928	-1.09907498816038
"CC0161"	0.32239862977676	-0.443072590977724	-0.234271398093977	-0.456945618394381
"CC0162"	-0.559152038432406	0.0200584600458037	0.278970826237953	0.703540385089946
"CC0164"	0.61047284918612	0.690454800781439	1.14942935955007	0.564136201909252
"CC0165"	0.408919059671254	0.138287075601604	0.151017937869653	-0.1405198803769
"CC0166"	1.27114894988844	-1.02787033515502	-0.367111743490047	0.958439118106377
"CC0168"	-0.0915937196688598	-0.556879752188564	-0.76611426535072	-0.343452377728403
"CC0169"	-0.0159970792921601	-0.624523423739182	0.0374820407913095	0.659000274243522
"CC0170"	2.16267573802484	1.04120114855697	1.7402621038979	-0.433667083714521
"CC0172"	-0.471644396342689	1.97318335272583	-1.59268390002913	0.485645416411447
"CC0173"	-0.235638015049978	-0.779989934429594	-1.24699069697914	-0.347789198056163
"CC0175"	0.672153186737965	-0.0355595955713477	-0.0894523111979873	-1.07580329726913
"CC0176"	-0.437093974130142	-0.419188670727506	0.482984503692231	0.0170221715414483
"CC0177"	-0.431157991873836	1.33581497745689	0.451171950706206	1.36626385781103
"CC0178"	-0.755968604157629	-0.378200336520423	-0.578714190560022	-0.652563731621857
"CC0181"	1.89974480122935	-0.456781011249235	-0.115175884444998	-0.405030989067145
"CC0182"	-0.776251799685345	-1.05313229672386	0.798789240371316	0.0216262052942319
"CC0183"	-0.837358328520244	0.625497070717087	0.134633004490142	0.430491107915728
"CC0184"	-1.8536985941928	0.605321009683482	-0.0391748730360789	0.103664250656156
"CC0185"	1.56330004354905	0.720803846087207	-0.653523137091892	0.234361387243242
"CC0186"	-1.46540123172805	-1.12217473935855	0.105915087166857	0.219434356569543
"CC0188"	0.245645025214798	-1.61920874297845	0.432176894440667	-0.375795429024807
"CC0189"	0.329190567422269	0.73667900322657	-0.369785598939552	-0.641868342040642
"CC0190"	0.102250582914289	0.117888319612427	-0.703042413098844	-0.969055568552819
"CC0191"	-0.554744972013218	-0.570584797278239	1.31782307704278	-1.2706070773041
