"ML1"	"ML2"	"ML3"
"CC0177"	-0.74321996782554	0.316338133620624	2.07081393643627
"CC0178"	-0.591738331888696	0.356633694225814	-1.19343765126896
"CC0181"	2.16242377572853	-0.458003111021531	0.451072790152647
"CC0182"	-0.535985326112945	-1.00178256455504	-0.411176917634843
"CC0183"	-0.849342812218261	-0.0183807979855739	0.30303454089093
"CC0184"	-2.01053193513395	0.301928973136176	-0.805952652971739
"CC0185"	1.41454415793429	0.938771820775823	1.10253987146398
"CC0186"	-1.63815163786933	-0.848398390148362	-0.940260772748018
"CC0188"	0.285266909471778	-1.12205383006871	-0.906239143854155
"CC0189"	0.313697413328917	0.722072523023625	-0.736766135443992
"CC0190"	0.263022957828967	1.16778001093691	-1.35303210768425
"CC0191"	-0.354572716884734	-1.6823963468226	-1.7365912571528
